"Title","Type","Hidden","Image","Image Alt Text","Description","Category","Website","Web name","Package #1","Package #2","Package #3","Package #4","Package #5","DE #1","DE #2","DE #3","DE #4","DE #5","DE #6","DE #7","DE #8","All Environments","Rating","Featured","SudoWiki page link","Recommended DE #1","Recommended DE #2","Recommended DE #3","Latest LTS Release","Parent distro","Dependencies","ID","Created Date","Updated Date","Owner"
"openSUSE","[""Desktop""]",,"wix:image://v1/55a0c3_e9caf47a269046508cd115c347276fe6~mv2.png/openSUSE.png#originWidth=512&originHeight=512","openSUSE","openSUSE is a versatile Linux project offering two main editions: Leap, a stable release built on SUSE Linux Enterprise for reliability, and Tumbleweed, a rolling release with the latest software. Both provide YaST tools, KDE by default, and RPM packages.","[""Suitable for beginners""]","https://www.opensuse.org/","opensuse.org","4ddb13bf-6614-4645-b061-ae36aaee9a24","0cca6e09-ca71-46bc-ae8d-c5018f7cb98d",,,,"2c99fb89-58d2-49dd-9d96-9af2528a428c","1d2a0c12-15cd-451a-84ca-29cb8d611a28",,,,,,,"[""Plasma"",""GNOME""]",,,,,,,,"SUSE Linux Enterprise","59c78b66-3bfe-4020-a73e-e16b1865d338","d070178b-91b4-46ca-b28e-28e7bbee99a8",2025-08-31T15:48:52Z,2025-09-06T19:40:43Z,"55a0c358-6ca6-478d-aef6-9c25314befef"
"Xubuntu","[""Desktop""]",,"wix:image://v1/55a0c3_5340905af6c44e9698219b02fbd249b3~mv2.png/Xubuntu.png#originWidth=512&originHeight=512","Xubuntu","Xubuntu uses XFce on top of the Ubuntu base, offering a lightweight and fast desktop that remains user-friendly. It is an excellent choice for older or less powerful machines, while still delivering a clean, modern interface.","[""Suitable for beginners""]","https://xubuntu.org/","xubuntu.org","224dd334-8f18-4bd9-86b9-e10fbd422a42","bab9c390-5af3-4d0b-88b1-e824569b66a6",,,,"2bf1bc07-cfc3-4ec9-a7a7-d30ce26ae57f",,,,,,,,"[""XFce""]",,,,,,,,"Ubuntu","59c78b66-3bfe-4020-a73e-e16b1865d338","d1b74636-3267-432f-a414-0b0d1ff279cf",2025-08-30T17:06:17Z,2025-09-06T19:40:43Z,"55a0c358-6ca6-478d-aef6-9c25314befef"
"ChimeraOS","[""Console""]",,"wix:image://v1/55a0c3_4c1a8c5661994c8c87eb344f8963ba35~mv2.png/ChimeraOS.png#originWidth=512&originHeight=512","ChimeraOS","ChimeraOS is an Arch-based Linux distribution that transforms a PC into a console-like system. It boots directly into Steam Big Picture, offering controller-first navigation, gaming-ready optimizations, and automatic updates.","[""Suitable for beginners""]","https://chimeraos.org/","chimeraos.org","d9a58a4f-05e7-482f-8184-35beaaad8523","1f92d2bc-a03c-407c-bebf-d9287920dd0e","5d04b84c-2e0e-4349-82d0-31db1e3571eb",,,"8c9974d4-8e75-431a-9194-81adc5b0e284",,,,,,,,"[""SteamBP""]",,,,,,,,"Arch Linux","59c78b66-3bfe-4020-a73e-e16b1865d338","d3fb0b9c-eef3-4d94-9744-4daafc8fc327",2025-09-08T20:28:55Z,2025-09-13T18:27:57Z,"55a0c358-6ca6-478d-aef6-9c25314befef"
"GNOME OS","[""Desktop""]",,"wix:image://v1/55a0c3_92d67cd7ce9845aa979546f3aa6e5bd8~mv2.png/GNOME.png#originWidth=512&originHeight=512","GNOME OS","GNOME OS is a Linux distribution created to test and develop the GNOME desktop. It provides a clean environment for developers to experiment with features, apps, and system changes, ensuring stability before release to wider audiences.","[""Only for the proficient""]","https://os.gnome.org/","os.gnome.org","e2ece614-9da0-4e54-9568-a895540c8853","e1f533c1-fe5e-42f5-8715-f4294c9e741b",,,,"1d2a0c12-15cd-451a-84ca-29cb8d611a28",,,,,,,,"[""GNOME""]",,,,,,,,,"aaee73fb-3d25-40b7-ae9c-a632539c4252","d40f2b19-d49e-4be0-ae39-db5c2a558d08",2025-09-18T19:48:28Z,2025-09-18T20:22:44Z,"55a0c358-6ca6-478d-aef6-9c25314befef"
"Ubuntu MATE","[""Desktop""]",,"wix:image://v1/55a0c3_979dbdc9a2e14158a1e9e32c47da208f~mv2.png/Ubuntu%20MATE.png#originWidth=512&originHeight=512","Ubuntu MATE","Ubuntu MATE combines the stability of Ubuntu with the traditional MATE desktop. It offers a familiar interface reminiscent of earlier GNOME versions, balancing efficiency and low resource use with modern desktop features.","[""Suitable for beginners""]","https://ubuntu-mate.org/","ubuntu-mate.org","224dd334-8f18-4bd9-86b9-e10fbd422a42","bab9c390-5af3-4d0b-88b1-e824569b66a6",,,,"d7beb284-b9ee-4ff6-a232-0521f0ce5d2f",,,,,,,,"[""MATE""]",,,,,,,,"Ubuntu","59c78b66-3bfe-4020-a73e-e16b1865d338","d510064e-d131-42fc-92b7-9de8edd0fe28",2025-08-30T18:57:43Z,2025-09-06T19:40:43Z,"55a0c358-6ca6-478d-aef6-9c25314befef"
"SteamOS","[""Console""]",,"wix:image://v1/55a0c3_4cddd1a64a4045fabdc47db1f18e719a~mv2.png/SteamGM.png#originWidth=512&originHeight=512","SteamOS","SteamOS is a Linux-based operating system developed by Valve, designed for gaming and optimized for the Steam platform. Built on Arch Linux, it provides a console-like experience while additionally supporting basic desktop features for flexibility.","[""Suitable for beginners""]","https://store.steampowered.com/steamos","store.steampowered.com","d9a58a4f-05e7-482f-8184-35beaaad8523","1f92d2bc-a03c-407c-bebf-d9287920dd0e","5d04b84c-2e0e-4349-82d0-31db1e3571eb",,,"f7c60044-a850-499f-bd97-dd1e17e8562f","1d2a0c12-15cd-451a-84ca-29cb8d611a28",,,,,,,"[""GNOME"",""SteamGM""]",,,,,,,,"Arch Linux","59c78b66-3bfe-4020-a73e-e16b1865d338","d68e6444-63ac-4fa0-b8ca-0efe559f1d73",2025-09-02T18:29:18Z,2025-09-13T18:27:06Z,"55a0c358-6ca6-478d-aef6-9c25314befef"
"Garuda Linux","[""Desktop""]",,"wix:image://v1/55a0c3_a4f23b572ca24e0ea5cf674e3e111f60~mv2.png/Garuda%20Linux.png#originWidth=512&originHeight=512","Garuda Linux","Garuda Linux is an Arch-based distribution built with a focus on performance, gaming, and eye-catching design. It features Btrfs snapshots for system recovery, a polished installer, and multiple desktop editions, including its flagship KDE Dr460nized spin.","[""Suitable for beginners""]","https://garudalinux.org/","garudalinux.org","d9a58a4f-05e7-482f-8184-35beaaad8523","1f92d2bc-a03c-407c-bebf-d9287920dd0e","5d04b84c-2e0e-4349-82d0-31db1e3571eb",,,"2c99fb89-58d2-49dd-9d96-9af2528a428c","1d2a0c12-15cd-451a-84ca-29cb8d611a28","ce5781a2-c8fd-4ef1-ad04-9705973c79e9","2bf1bc07-cfc3-4ec9-a7a7-d30ce26ae57f",,,,,"[""Plasma"",""GNOME"",""Cinnamon"",""XFce""]",,,,,,,,"Arch Linux","59c78b66-3bfe-4020-a73e-e16b1865d338","d780c270-79fe-4710-a6bf-d8e2f125f1e1",2025-09-05T21:33:37Z,2025-09-06T19:40:43Z,"55a0c358-6ca6-478d-aef6-9c25314befef"
"AerynOS","[""Desktop""]",,"wix:image://v1/55a0c3_67cdb79921a84c469ab33973d0a1749f~mv2.png/AerynOS.png#originWidth=512&originHeight=512","AerynOS","AerynOS is a niche Linux distribution aimed at providing a streamlined and modern desktop experience. Though less known, it emphasizes simplicity and a clean interface while leveraging the flexibility of Linux for everyday use.","[""Suitable for beginners""]","https://aerynos.com/","aerynos.com","d9a58a4f-05e7-482f-8184-35beaaad8523","1f92d2bc-a03c-407c-bebf-d9287920dd0e","5d04b84c-2e0e-4349-82d0-31db1e3571eb","e1f533c1-fe5e-42f5-8715-f4294c9e741b",,"1d2a0c12-15cd-451a-84ca-29cb8d611a28","66f1e155-2b03-4651-a6bd-a39ac83f993a","2c99fb89-58d2-49dd-9d96-9af2528a428c",,,,,,"[""GNOME"",""Cosmic"",""Plasma""]",,,,,,,,"Arch Linux","59c78b66-3bfe-4020-a73e-e16b1865d338","da167949-dedd-482f-9817-3d431418cb72",2025-09-09T15:23:37Z,2025-09-09T19:59:42Z,"55a0c358-6ca6-478d-aef6-9c25314befef"
"Linux Mint","[""Desktop""]",,"wix:image://v1/55a0c3_27d4762f2b9742f4ab1854143b1adead~mv2.png/Linux%20Mint.png#originWidth=512&originHeight=512","Linux Mint","Linux Mint is built with simplicity and comfort in mind, making it ideal for those switching from Windows. It features a familiar desktop layout, comes with essential software pre-installed, and includes a clean Software Manager for installing apps.","[""Suitable for beginners""]","https://linuxmint.com/","linuxmint.com","e1f533c1-fe5e-42f5-8715-f4294c9e741b","bab9c390-5af3-4d0b-88b1-e824569b66a6",,,,"ce5781a2-c8fd-4ef1-ad04-9705973c79e9","d7beb284-b9ee-4ff6-a232-0521f0ce5d2f","2bf1bc07-cfc3-4ec9-a7a7-d30ce26ae57f",,,,,,"[""Cinnamon"",""MATE"",""XFce""]",,"[""Beginner-friendly""]","https://www.sudostation.org/how-do-i-install-linux-mint","ce5781a2-c8fd-4ef1-ad04-9705973c79e9",,,"(Linux Mint 22.2 LTS)","Ubuntu","59c78b66-3bfe-4020-a73e-e16b1865d338","db4e17ac-9a36-494d-9f8d-41733a0e727e",2025-08-29T17:37:19Z,2025-09-19T14:24:37Z,"55a0c358-6ca6-478d-aef6-9c25314befef"
"Pop!_OS","[""Desktop""]",,"wix:image://v1/55a0c3_25cf63186e06481b8135661f9b76a1c1~mv2.png/Pop!_OS.png#originWidth=512&originHeight=512","Pop!_OS","Pop!_OS, developed by System76, is an Ubuntu-based distribution designed for productivity, creativity, and gaming. It features auto-tiling, easy driver support, and a clean interface, making it a popular choice for Linux newcomers and pros.","[""Suitable for beginners""]","https://system76.com/pop/","system76.com/pop/","bab9c390-5af3-4d0b-88b1-e824569b66a6","e1f533c1-fe5e-42f5-8715-f4294c9e741b",,,,"66f1e155-2b03-4651-a6bd-a39ac83f993a",,,,,,,,"[""Cosmic""]",,,,,,,,"Ubuntu","59c78b66-3bfe-4020-a73e-e16b1865d338","e4a15902-ec10-4e82-b2df-2e5b77670019",2025-09-10T17:43:40Z,2025-09-10T17:51:55Z,"55a0c358-6ca6-478d-aef6-9c25314befef"
"Manjaro","[""Desktop""]",,"wix:image://v1/55a0c3_e6d209db364746c09493cc5b5b1b5cd2~mv2.png/Manjaro.png#originWidth=512&originHeight=512","Manjaro","Manjaro – A user-friendly Arch-based distribution that combines cutting-edge software with stability. It offers a polished desktop experience, an easy installer, and access to the Arch User Repository (AUR), making it powerful yet approachable for newcomers.","[""Suitable for beginners""]","https://manjaro.org/","manjaro.org","d9a58a4f-05e7-482f-8184-35beaaad8523","1f92d2bc-a03c-407c-bebf-d9287920dd0e","5d04b84c-2e0e-4349-82d0-31db1e3571eb",,,"1d2a0c12-15cd-451a-84ca-29cb8d611a28","2c99fb89-58d2-49dd-9d96-9af2528a428c","2bf1bc07-cfc3-4ec9-a7a7-d30ce26ae57f",,,,,,"[""GNOME"",""Plasma"",""XFce""]",,,,,,,,"Arch Linux","59c78b66-3bfe-4020-a73e-e16b1865d338","e52ad346-9037-406c-bc7a-41a5a35c7df3",2025-08-30T00:30:52Z,2025-09-06T19:40:43Z,"55a0c358-6ca6-478d-aef6-9c25314befef"
"Tails","[""Desktop""]",,"wix:image://v1/55a0c3_e66bd0a2003e4437b6f0ebf72401a2ae~mv2.png/Tails.png#originWidth=512&originHeight=512","Tails","Tails, The Amnesic Incognito Live System, is a Debian-based distro focused on privacy and anonymity. It routes all traffic through Tor, runs as a live system, and is designed to leave no traces on the computer once shut down.","[""Only for the proficient""]","https://tails.net/","tails.net","bab9c390-5af3-4d0b-88b1-e824569b66a6",,,,,"1d2a0c12-15cd-451a-84ca-29cb8d611a28",,,,,,,,"[""GNOME""]",,,,,,,,"Debian","59c78b66-3bfe-4020-a73e-e16b1865d338","f5cce6b1-ca80-469b-aa3c-715701f10ec2",2025-09-18T20:01:43Z,2025-09-18T20:28:13Z,"55a0c358-6ca6-478d-aef6-9c25314befef"
